101,天津师范大学,天津市,天津市,本科,,
102,天津职业技术师范大学,天津市,天津市,本科,,
103,天津外国语大学,天津市,天津市,本科,,
104,天津商业大学,天津市,天津市,本科,,
105,天津财经大学,天津市,天津市,本科,,
106,天津体育学院,天津市,天津市,本科,,
107,天津音乐学院,天津市,天津市,本科,,
108,天津美术学院,天津市,天津市,本科,,
109,天津城建大学,天津市,天津市,本科,,
110,天津天狮学院,天津市教委,天津市,本科,民办,
111,天津中德应用技术大学,天津市,天津市,本科,,
112,天津外国语大学滨海外事学院,天津市教委,天津市,本科,民办,
113,天津体育学院运动与文化艺术学院,天津市教委,天津市,本科,民办,
114,天津商业大学宝德学院,天津市教委,天津市,本科,民办,
115,天津医科大学临床医学院,天津市教委,天津市,本科,民办,
116,南开大学滨海学院,天津市教委,天津市,本科,民办,
117,天津师范大学津沽学院,天津市教委,天津市,本科,民办,
118,天津理工大学中环信息学院,天津市教委,天津市,本科,民办,
119,北京科技大学天津学院,天津市教委,天津市,本科,民办,
120,天津大学仁爱学院,天津市教委,天津市,本科,民办,
121,天津财经大学珠江学院,天津市教委,天津市,本科,民办,
122,天津市职业大学,天津市,天津市,专科,,
123,天津滨海职业学院,天津市,天津市,专科,,
124,天津工程职业技术学院,天津市,天津市,专科,,
125,天津青年职业学院,天津市,天津市,专科,,
126,天津渤海职业技术学院,天津市,天津市,专科,,
127,天津电子信息职业技术学院,天津市,天津市,专科,,
128,天津机电职业技术学院,天津市,天津市,专科,,
129,天津现代职业技术学院,天津市,天津市,专科,,
130,天津公安警官职业学院,天津市,天津市,专科,,
131,天津轻工职业技术学院,天津市,天津市,专科,,
132,天津商务职业学院,天津市,天津市,专科,,
133,天津国土资源和房屋职业学院,天津市,天津市,专科,,
134,天津医学高等专科学校,天津市,天津市,专科,,
135,天津开发区职业技术学院,天津市,天津市,专科,,
136,天津艺术职业学院,天津市,天津市,专科,,
137,天津交通职业学院,天津市,天津市,专科,,
138,天津冶金职业技术学院,天津市,天津市,专科,,
139,天津石油职业技术学院,天津市,天津市,专科,,
140,天津城市职业学院,天津市,天津市,专科,,
141,天津铁道职业技术学院,天津市,天津市,专科,,
142,天津工艺美术职业学院,天津市,天津市,专科,,
143,天津城市建设管理职业技术学院,天津市,天津市,专科,,
144,天津生物工程职业技术学院,天津市,天津市,专科,,
145,天津海运职业学院,天津市,天津市,专科,,
146,天津广播影视职业学院,天津市,天津市,专科,,
河北省（120所）,,,,,,
147,河北大学,河北省,保定市,本科,,
148,河北工程大学,河北省,邯郸市,本科,,
149,河北地质大学,河北省,石家庄市,本科,,
150,河北工业大学,河北省,天津市,本科,,
151,华北理工大学,河北省,唐山市,本科,,
152,河北科技大学,河北省,石家庄市,本科,,
153,河北建筑工程学院,河北省,张家口市,本科,,
154,河北水利电力学院,河北省,沧州市,本科,,
155,河北农业大学,河北省,保定市,本科,,
156,河北医科大学,河北省,石家庄市,本科,,
157,河北北方学院,河北省,张家口市,本科,,
158,承德医学院,河北省,承德市,本科,,
159,河北师范大学,河北省,石家庄市,本科,,
160,保定学院,河北省,保定市,本科,,
161,河北民族师范学院,河北省,承德市,本科,,
162,唐山师范学院,河北省,唐山市,本科,,
163,廊坊师范学院,河北省,廊坊市,本科,,
164,衡水学院,河北省,衡水市,本科,,
165,石家庄学院,河北省,石家庄市,本科,,
166,邯郸学院,河北省,邯郸市,本科,,
167,邢台学院,河北省,邢台市,本科,,
168,沧州师范学院,河北省,沧州市,本科,,
169,石家庄铁道大学,河北省,石家庄市,本科,,
170,燕山大学,河北省,秦皇岛市,本科,,
171,河北科技师范学院,河北省,秦皇岛市,本科,,
172,唐山学院,河北省,唐山市,本科,,
173,华北科技学院,国家安全生产监督管理总局,廊坊市,本科,,
174,中国人民武装警察部队学院,公安部,廊坊市,本科,,
175,河北体育学院,河北省,石家庄市,本科,,
176,河北金融学院,河北省,保定市,本科,,
177,北华航天工业学院,河北省,廊坊市,本科,,
178,防灾科技学院,中国地震局,廊坊市,本科,,
179,河北经贸大学,河北省,石家庄市,本科,,
180,中央司法警官学院,司法部,保定市,本科,,
181,河北传媒学院,河北省教育厅,石家庄市,本科,民办,
182,河北工程技术学院,河北省教育厅,石家庄市,本科,民办,
183,河北美术学院,河北省教育厅,石家庄市,本科,民办,
184,河北科技学院,河北省教育厅,保定市,本科,民办,
185,河北外国语学院,河北省教育厅,石家庄市,本科,民办,
186,河北大学工商学院,河北省教育厅,保定市,本科,民办,
187,华北理工大学轻工学院,河北省教育厅,唐山市,本科,民办,
188,河北科技大学理工学院,河北省教育厅,石家庄市,本科,民办,
189,河北师范大学汇华学院,河北省教育厅,石家庄市,本科,民办,
190,河北经贸大学经济管理学院,河北省教育厅,石家庄市,本科,民办,
191,河北医科大学临床学院,河北省教育厅,石家庄市,本科,民办,
192,华北电力大学科技学院,河北省教育厅,保定市,本科,民办,
193,河北工程大学科信学院,河北省教育厅,邯郸市,本科,民办,
194,河北工业大学城市学院,河北省教育厅,廊坊市,本科,民办,
195,燕山大学里仁学院,河北省教育厅,秦皇岛市,本科,民办,
196,石家庄铁道大学四方学院,河北省教育厅,石家庄市,本科,民办,
197,河北地质大学华信学院,河北省教育厅,石家庄市,本科,民办,
198,河北农业大学现代科技学院,河北省教育厅,保定市,本科,民办,
199,华北理工大学冀唐学院,河北省教育厅,唐山市,本科,民办,
200,中国地质大学长城学院,河北省教育厅,保定市,本科,民办,
201,燕京理工学院,河北省教育厅,廊坊市,本科,民办,
202,北京中医药大学东方学院,河北省教育厅,廊坊市,本科,民办,
203,北京交通大学海滨学院,河北省教育厅,沧州市,本科,民办,
204,河北东方学院,河北省教育厅,廊坊市,本科,民办,
205,河北中医学院,河北省,石家庄市,本科,,
206,张家口学院,河北省,张家口市,本科,,
207,河北环境工程学院,河北省,秦皇岛市,本科,,
208,河北工业职业技术学院,河北省,石家庄市,专科,,
209,邯郸职业技术学院,河北省,邯郸市,专科,,
210,石家庄职业技术学院,河北省,石家庄市,专科,,
211,张家口职业技术学院,河北省,张家口市,专科,,
212,承德石油高等专科学校,河北省,承德市,专科,,
213,邢台职业技术学院,河北省,邢台市,专科,,
214,河北软件职业技术学院,河北省,保定市,专科,,
215,河北石油职业技术学院,河北省,廊坊市,专科,,
216,河北建材职业技术学院,河北省,秦皇岛市,专科,,
217,河北政法职业学院,河北省,石家庄市,专科,,
218,沧州职业技术学院,河北省,沧州市,专科,,
219,河北能源职业技术学院,河北省,唐山市,专科,,
220,石家庄铁路职业技术学院,河北省,石家庄市,专科,,
221,保定职业技术学院,河北省,保定市,专科,,
222,秦皇岛职业技术学院,河北省,秦皇岛市,专科,,
223,石家庄工程职业学院,河北省教育厅,石家庄市,专科,民办,
224,石家庄城市经济职业学院,河北省教育厅,石家庄市,专科,民办,
225,唐山职业技术学院,河北省,唐山市,专科,,
226,衡水职业技术学院,河北省,衡水市,专科,,
227,唐山工业职业技术学院,河北省,唐山市,专科,,
228,邢台医学高等专科学校,河北省,邢台市,专科,,
229,河北省艺术职业学院,河北省,石家庄市,专科,,
230,河北旅游职业学院,河北省,承德市,专科,,
231,石家庄财经职业学院,河北省教育厅,石家庄市,专科,民办,
232,河北交通职业技术学院,河北省,石家庄市,专科,,
233,河北化工医药职业技术学院,河北省,石家庄市,专科,,
234,石家庄信息工程职业学院,河北省,石家庄市,专科,,
235,河北对外经贸职业学院,河北省,秦皇岛市,专科,,
236,保定电力职业技术学院,河北省,保定市,专科,,
237,河北机电职业技术学院,河北省,邢台市,专科,,
238,渤海石油职业学院,河北省,沧州市,专科,,
239,廊坊职业技术学院,河北省,廊坊市,专科,,
240,唐山科技职业技术学院,河北省,唐山市,专科,,
241,石家庄邮电职业技术学院,河北省,石家庄市,专科,,
242,河北公安警察职业学院,河北省,石家庄市,专科,,
243,石家庄工商职业学院,河北省教育厅,石家庄市,专科,民办,
244,石家庄理工职业学院,河北省教育厅,石家庄市,专科,民办,
245,石家庄科技信息职业学院,河北省教育厅,石家庄市,专科,民办,
246,河北司法警官职业学院,河北省,邯郸市,专科,,
247,沧州医学高等专科学校,河北省,沧州市,专科,,
248,河北女子职业技术学院,河北省,石家庄市,专科,,
249,石家庄医学高等专科学校,河北省教育厅,石家庄市,专科,民办,
250,石家庄经济职业学院,河北省教育厅,石家庄市,专科,民办,
251,冀中职业学院,河北省,保定市,专科,,
252,石家庄人民医学高等专科学校,河北省教育厅,石家庄市,专科,民办,
253,石家庄科技工程职业学院,河北省,石家庄市,专科,,
254,河北劳动关系职业学院,河北省,石家庄市,专科,,
255,石家庄科技职业学院,河北省教育厅,石家庄市,专科,民办,
256,泊头职业学院,河北省,沧州市,专科,,
257,宣化科技职业学院,河北省,张家口市,专科,,
258,廊坊燕京职业技术学院,河北省,廊坊市,专科,,
259,承德护理职业学院,河北省,承德市,专科,,
260,石家庄幼儿师范高等专科学校,河北省,石家庄市,专科,,
261,廊坊卫生职业学院,河北省,廊坊市,专科,,
262,河北轨道运输职业技术学院,河北省,石家庄市,专科,,
263,保定幼儿师范高等专科学校,河北省,保定市,专科,,
264,河北工艺美术职业学院,河北省,保定市,专科,,
265,渤海理工职业学院,河北省教育厅,沧州市,专科,民办,
266,唐山幼儿师范高等专科学校,河北省,唐山市,专科,,
山西省（80所）,,,,,,
267,山西大学,山西省,太原市,本科,,
268,太原科技大学,山西省,太原市,本科,,
269,中北大学,山西省,太原市,本科,,
270,太原理工大学,山西省,太原市,本科,,
271,山西农业大学,山西省,晋中市,本科,,
272,山西医科大学,山西省,太原市,本科,,
273,长治医学院,山西省,长治市,本科,,
274,山西师范大学,山西省,临汾市,本科,,
275,太原师范学院,山西省,太原市,本科,,
276,山西大同大学,山西省,大同市,本科,,
277,晋中学院,山西省,晋中市,本科,,
278,长治学院,山西省,长治市,本科,,
279,运城学院,山西省,运城市,本科,,
280,忻州师范学院,山西省,忻州市,本科,,
281,山西财经大学,山西省,太原市,本科,,
282,山西中医学院,山西省,太原市,本科,,
283,吕梁学院,山西省,吕梁市,本科,,
284,太原学院,山西省,太原市,本科,,
285,山西警察学院,山西省,太原市,本科,,
286,山西应用科技学院,山西省教育厅,太原市,本科,民办,
287,山西大学商务学院,山西省教育厅,太原市,本科,民办,
288,太原理工大学现代科技学院,山西省教育厅,太原市,本科,民办,
289,山西农业大学信息学院,山西省教育厅,晋中市,本科,民办,
290,山西师范大学现代文理学院,山西省教育厅,临汾市,本科,民办,
291,中北大学信息商务学院,山西省教育厅,太原市,本科,民办,
292,太原科技大学华科学院,山西省教育厅,太原市,本科,民办,
293,山西医科大学晋祠学院,山西省教育厅,太原市,本科,民办,
294,山西财经大学华商学院,山西省教育厅,太原市,本科,民办,
295,山西工商学院,山西省教育厅,太原市,本科,民办,
296,太原工业学院,山西省,太原市,本科,,
297,山西传媒学院,山西省,太原市,本科,,
298,山西工程技术学院,山西省,阳泉市,本科,,
299,山西能源学院,山西省,晋中市,本科,,
300,山西省财政税务专科学校,山西省,太原市,专科,,
301,长治职业技术学院,山西省,长治市,专科,,
302,山西艺术职业学院,山西省,太原市,专科,,
303,晋城职业技术学院,山西省,晋城市,专科,,
304,山西建筑职业技术学院,山西省,太原市,专科,,
305,山西药科职业学院,山西省,太原市,专科,,
306,山西工程职业技术学院,山西省,太原市,专科,,
307,山西交通职业技术学院,山西省,太原市,专科,,
308,大同煤炭职业技术学院,山西省,大同市,专科,,
309,山西机电职业技术学院,山西省,长治市,专科,,
310,山西戏剧职业学院,山西省,太原市,专科,,
311,山西财贸职业技术学院,山西省,太原市,专科,,
312,山西林业职业技术学院,山西省,太原市,专科,,
313,山西水利职业技术学院,山西省,运城市,专科,,
314,阳泉职业技术学院,山西省,阳泉市,专科,,
315,临汾职业技术学院,山西省,临汾市,专科,,
316,山西职业技术学院,山西省,太原市,专科,,
317,山西煤炭职业技术学院,山西省,太原市,专科,,
318,山西金融职业学院,山西省,太原市,专科,,
319,太原城市职业技术学院,山西省,太原市,专科,,
320,山西信息职业技术学院,山西省教育厅,临汾市,专科,民办,
321,山西体育职业学院,山西省,太原市,专科,,
322,山西警官职业学院,山西省,太原市,专科,,
323,山西国际商务职业学院,山西省,太原市,专科,,
324,潞安职业技术学院,山西省,长治市,专科,,
325,太原旅游职业学院,山西省,太原市,专科,,
326,山西旅游职业学院,山西省,太原市,专科,,
327,山西管理职业学院,山西省,临汾市,专科,,
328,山西电力职业技术学院,山西省,太原市,专科,,
329,忻州职业技术学院,山西省,忻州市,专科,,
330,山西同文职业技术学院,山西省教育厅,晋中市,专科,民办,
331,晋中职业技术学院,山西省,晋中市,专科,,
332,山西华澳商贸职业学院,山西省教育厅,晋中市,专科,民办,
333,山西运城农业职业技术学院,山西省,运城市,专科,,
334,运城幼儿师范高等专科学校,山西省,运城市,专科,,
335,山西老区职业技术学院,山西省教育厅,太原市,专科,民办,
336,山西经贸职业学院,山西省,太原市,专科,,
337,朔州职业技术学院,山西省,朔州市,专科,,
338,运城职业技术学院,山西省教育厅,运城市,专科,民办,
339,山西轻工职业技术学院,山西省,太原市,专科,,
340,晋中师范高等专科学校,山西省,晋中市,专科,,
341,阳泉师范高等专科学校,山西省,阳泉市,专科,,
342,山西青年职业学院,山西省,太原市,专科,,
343,运城护理职业学院,山西省,运城市,专科,,
344,运城师范高等专科学校,山西省,运城市,专科,,
345,朔州师范高等专科学校,山西省,朔州市,专科,,
346,吕梁职业技术学院,山西省,吕梁市,专科,,
内蒙古自治区（53所）,,,,,,
347,内蒙古大学,内蒙古自治区,呼和浩特市,本科,,
348,内蒙古科技大学,内蒙古自治区,包头市,本科,,
349,内蒙古工业大学,内蒙古自治区,呼和浩特市,本科,,
350,内蒙古农业大学,内蒙古自治区,呼和浩特市,本科,,
351,内蒙古医科大学,内蒙古自治区,呼和浩特市,本科,,
352,内蒙古师范大学,内蒙古自治区,呼和浩特市,本科,,
353,内蒙古民族大学,内蒙古自治区,通辽市,本科,,
354,赤峰学院,内蒙古自治区,赤峰市,本科,,
355,内蒙古财经大学,内蒙古自治区,呼和浩特市,本科,,
356,呼伦贝尔学院,内蒙古自治区,呼伦贝尔市,本科,,
357,集宁师范学院,内蒙古自治区,乌兰察布市,本科,,
358,河套学院,内蒙古自治区,巴彦淖尔市,本科,,
359,呼和浩特民族学院,内蒙古自治区,呼和浩特市,本科,,
360,内蒙古大学创业学院,内蒙古自治区教育厅,呼和浩特市,本科,民办,
361,内蒙古师范大学鸿德学院,内蒙古自治区教育厅,呼和浩特市,本科,民办,
362,内蒙古艺术学院,内蒙古自治区,呼和浩特市,本科,,
363,鄂尔多斯应用技术学院,内蒙古自治区,鄂尔多斯市,本科,,
364,内蒙古建筑职业技术学院,内蒙古自治区,呼和浩特市,专科,,
365,内蒙古丰州职业学院,内蒙古自治区教育厅,呼和浩特市,专科,民办,
366,包头职业技术学院,内蒙古自治区,包头市,专科,,
367,兴安职业技术学院,内蒙古自治区,兴安盟,专科,,
368,呼和浩特职业学院,内蒙古自治区,呼和浩特市,专科,,
369,包头轻工职业技术学院,内蒙古自治区,包头市,专科,,
370,内蒙古电子信息职业技术学院,内蒙古自治区,呼和浩特市,专科,,
371,内蒙古机电职业技术学院,内蒙古自治区,呼和浩特市,专科,,
372,内蒙古化工职业学院,内蒙古自治区,呼和浩特市,专科,,
373,内蒙古商贸职业学院,内蒙古自治区,呼和浩特市,专科,,
374,锡林郭勒职业学院,内蒙古自治区,锡林郭勒盟,专科,,
375,内蒙古警察职业学院,内蒙古自治区,呼和浩特市,专科,,
376,内蒙古体育职业学院,内蒙古自治区,呼和浩特市,专科,,
377,乌兰察布职业学院,内蒙古自治区,乌兰察布市,专科,,
378,通辽职业学院,内蒙古自治区,通辽市,专科,,
379,科尔沁艺术职业学院,内蒙古自治区,通辽市,专科,,
380,内蒙古交通职业技术学院,内蒙古自治区,赤峰市,专科,,
381,包头钢铁职业技术学院,内蒙古自治区,包头市,专科,,
382,乌海职业技术学院,内蒙古自治区,乌海市,专科,,
383,内蒙古科技职业学院,内蒙古自治区教育厅,呼和浩特市,专科,民办,
384,内蒙古北方职业技术学院,内蒙古自治区教育厅,呼和浩特市,专科,民办,
385,赤峰职业技术学院,内蒙古自治区教育厅,赤峰市,专科,民办,
386,内蒙古经贸外语职业学院,内蒙古自治区教育厅,呼和浩特市,专科,民办,
387,包头铁道职业技术学院,内蒙古自治区,包头市,专科,,
388,乌兰察布医学高等专科学校,内蒙古自治区,乌兰察布市,专科,,
389,鄂尔多斯职业学院,内蒙古自治区,鄂尔多斯市,专科,,
390,内蒙古工业职业学院,内蒙古自治区教育厅,呼和浩特市,专科,民办,
391,呼伦贝尔职业技术学院,内蒙古自治区,呼伦贝尔市,专科,,
392,满洲里俄语职业学院,内蒙古自治区,呼伦贝尔市,专科,,
393,内蒙古能源职业学院,内蒙古自治区教育厅,呼和浩特市,专科,民办,
394,赤峰工业职业技术学院,内蒙古自治区,赤峰市,专科,,
395,阿拉善职业技术学院,内蒙古自治区,阿拉善盟,专科,,
396,内蒙古美术职业学院,内蒙古自治区教育厅,巴彦淖尔市,专科,民办,
397,内蒙古民族幼儿师范高等专科学校,内蒙古自治区,鄂尔多斯市,专科,,
398,鄂尔多斯生态环境职业学院,内蒙古自治区,鄂尔多斯市,专科,,
399,扎兰屯职业学院,内蒙古自治区,呼伦贝尔市,专科,,
辽宁省（116所）,,,,,,
400,辽宁大学,辽宁省,沈阳市,本科,,
401,大连理工大学,教育部,大连市,本科,,
402,沈阳工业大学,辽宁省,沈阳市,本科,,
403,沈阳航空航天大学,辽宁省,沈阳市,本科,,
404,沈阳理工大学,辽宁省,沈阳市,本科,,
405,东北大学,教育部,沈阳市,本科,,
406,辽宁科技大学,辽宁省,鞍山市,本科,,
407,辽宁工程技术大学,辽宁省,阜新市,本科,,
408,辽宁石油化工大学,辽宁省,抚顺市,本科,,
409,沈阳化工大学,辽宁省,沈阳市,本科,,
410,大连交通大学,辽宁省,大连市,本科,,
411,大连海事大学,交通运输部,大连市,本科,,
412,大连工业大学,辽宁省,大连市,本科,,
413,沈阳建筑大学,辽宁省,沈阳市,本科,,
414,辽宁工业大学,辽宁省,锦州市,本科,,
415,沈阳农业大学,辽宁省,沈阳市,本科,,
416,大连海洋大学,辽宁省,大连市,本科,,
417,中国医科大学,辽宁省,沈阳市,本科,,
418,锦州医科大学,辽宁省,锦州市,本科,,
419,大连医科大学,辽宁省,大连市,本科,,
420,辽宁中医药大学,辽宁省,沈阳市,本科,,
421,沈阳药科大学,辽宁省,沈阳市,本科,,
422,沈阳医学院,辽宁省,沈阳市,本科,,
423,辽宁师范大学,辽宁省,大连市,本科,,
424,沈阳师范大学,辽宁省,沈阳市,本科,,
425,渤海大学,辽宁省,锦州市,本科,,
426,鞍山师范学院,辽宁省,鞍山市,本科,,
427,大连外国语大学,辽宁省,大连市,本科,,
428,东北财经大学,辽宁省,大连市,本科,,
429,中国刑事警察学院,公安部,沈阳市,本科,,
430,沈阳体育学院,辽宁省,沈阳市,本科,,
431,沈阳音乐学院,辽宁省,沈阳市,本科,,
432,鲁迅美术学院,辽宁省,沈阳市,本科,,
433,辽宁对外经贸学院,辽宁省教育厅,大连市,本科,民办,
434,沈阳大学,辽宁省,沈阳市,本科,,
435,大连大学,辽宁省,大连市,本科,,
436,辽宁科技学院,辽宁省,本溪市,本科,,
437,辽宁警察学院,辽宁省,大连市,本科,,
438,沈阳工程学院,辽宁省,沈阳市,本科,,
439,辽东学院,辽宁省,丹东市,本科,,
440,大连民族大学,国家民委,大连市,本科,,
441,大连理工大学城市学院,辽宁省教育厅,大连市,本科,民办,
442,沈阳工业大学工程学院,辽宁省教育厅,辽阳市,本科,民办,
443,沈阳航空航天大学北方科技学院,辽宁省教育厅,沈阳市,本科,民办,
444,沈阳工学院,辽宁省教育厅,沈阳市,本科,民办,
445,大连工业大学艺术与信息工程学院,辽宁省教育厅,大连市,本科,民办,
446,大连科技学院,辽宁省教育厅,大连市,本科,民办,
447,沈阳城市建设学院,辽宁省教育厅,沈阳市,本科,民办,
448,中国医科大学临床医药学院,辽宁省教育厅,沈阳市,本科,民办,
449,大连医科大学中山学院,辽宁省教育厅,大连市,本科,民办,
450,锦州医科大学医疗学院,辽宁省教育厅,锦州市,本科,民办,
451,辽宁师范大学海华学院,辽宁省教育厅,沈阳市,本科,民办,
452,辽宁理工学院,辽宁省教育厅,锦州市,本科,民办,
453,大连财经学院,辽宁省教育厅,大连市,本科,民办,
454,沈阳城市学院,辽宁省教育厅,沈阳市,本科,民办,
455,辽宁科技大学信息技术学院,辽宁省教育厅,鞍山市,本科,民办,
456,辽宁石油化工大学顺华能源学院,辽宁省教育厅,抚顺市,本科,民办,
457,大连艺术学院,辽宁省教育厅,大连市,本科,民办,
458,辽宁中医药大学杏林学院,辽宁省教育厅,沈阳市,本科,民办,
459,辽宁何氏医学院,辽宁省教育厅,沈阳市,本科,民办,
460,沈阳科技学院,辽宁省教育厅,沈阳市,本科,民办,
461,大连东软信息学院,辽宁省教育厅,大连市,本科,民办,
462,辽宁财贸学院,辽宁省教育厅,葫芦岛市,本科,民办,
463,辽宁传媒学院,辽宁省教育厅,沈阳市,本科,民办,
464,营口理工学院,辽宁省,营口市,本科,,
465,朝阳师范高等专科学校,辽宁省,朝阳市,专科,,
466,抚顺师范高等专科学校,辽宁省,抚顺市,专科,,
467,锦州师范高等专科学校,辽宁省,锦州市,专科,,
468,营口职业技术学院,辽宁省,营口市,专科,,
469,铁岭师范高等专科学校,辽宁省,铁岭市,专科,,
470,大连职业技术学院,辽宁省,大连市,专科,,
471,辽宁农业职业技术学院,辽宁省,营口市,专科,,
472,抚顺职业技术学院,辽宁省,抚顺市,专科,,
473,辽阳职业技术学院,辽宁省,辽阳市,专科,,
474,阜新高等专科学校,辽宁省,阜新市,专科,,
475,辽宁省交通高等专科学校,辽宁省,沈阳市,专科,,
476,辽宁税务高等专科学校,辽宁省,大连市,专科,,
477,盘锦职业技术学院,辽宁省,盘锦市,专科,,
478,沈阳航空职业技术学院,辽宁省,沈阳市,专科,,
479,辽宁体育运动职业技术学院,辽宁省,沈阳市,专科,,
480,辽宁职业学院,辽宁省,铁岭市,专科,,
481,辽宁林业职业技术学院,辽宁省,沈阳市,专科,,
482,沈阳职业技术学院,辽宁省,沈阳市,专科,,
483,辽宁理工职业学院,辽宁省教育厅,锦州市,专科,民办,
484,大连商务职业学院,辽宁省教育厅,大连市,专科,民办,
485,辽宁金融职业学院,辽宁省,沈阳市,专科,,
486,辽宁轨道交通职业学院,辽宁省,沈阳市,专科,,
487,辽宁广告职业学院,辽宁省教育厅,沈阳市,专科,民办,
488,辽宁机电职业技术学院,辽宁省,丹东市,专科,,
489,辽宁经济职业技术学院,辽宁省,沈阳市,专科,,
490,辽宁石化职业技术学院,辽宁省,锦州市,专科,,
